Date,Dollar,Dubai,Brent,WTI,Oman
2020-03-20,1254.45,28.67,26.98,22.43,29.41
2020-03-23,1272.5,24.60,27.03,23.36,25.34
2020-03-24,1233.21,26.64,27.15,24.01,27.02
2020-03-25,1232,27.05,27.39,24.49,27.32
2020-03-26,1212.9,25.74,26.34,22.6,25.74
2020-03-27,1212.23,25.04,24.93,21.51,25.08
2020-03-30,1224.21,23.24,22.76,20.09,23.25
2020-03-31,1218.3,23.43,22.74,20.48,23.43
2020-04-01,1236.2,21.23,24.74,20.31,21.41
2020-04-02,1227.35,21.55,29.94,25.32,21.57
2020-04-03,1235.61,24.51,34.11,28.34,24.53
2020-04-06,1224.6,24.87,33.05,26.08,24.86
2020-04-07,1214.93,24.88,31.87,23.63,24.88
2020-04-08,1215.76,23.52,32.84,25.09,23.55
2020-04-09,1210.58,23.32,31.48,22.76,23.32
2020-04-10,1211.05,,,,
2020-04-13,1215.46,22.31,31.74,22.41,22.3
2020-04-14,1212.46,21.66,29.6,20.11,21.67
2020-04-15,1224.68,19.68,27.69,19.87,19.82
2020-04-16,1228.94,19.72,27.82,19.87,19.83
2020-04-17,1216.13,20.61,28.08,18.27,20.81
2020-04-20,1220.58,20.78,25.57,-37.63,20.88
2020-04-21,1232.56,17.37,19.33,10.01,17.36
2020-04-22,1233.55,13.52,20.37,13.78,13.52
2020-04-23,1233.04,18.13,21.33,16.5,18.14
2020-04-24,1230.53,18.17,21.44,16.94,18.18
2020-04-27,1222.05,17.97,19.99,12.78,17.96
2020-04-28,1221.31,16.63,20.46,12.34,16.76
2020-04-29,1210.99,17.12,22.54,15.06,17.58
2020-04-30,1212.94,20.73,25.27,18.84,21.28
2020-05-01,1224.89,-,26.44,19.78,-
2020-05-04,1224.14,24.33,27.2,20.39,25.12
2020-05-05,1222.47,26.00,30.97,24.56,26.25
2020-05-06,1228.55,26.88,29.72,23.99,27.44
2020-05-07,1219.61,-,29.46,23.55,-
2020-05-08,1219.65,25.92,30.97,24.74,26.31
2020-05-11,1222.91,26.72,29.63,24.14,27.07
2020-05-12,1226.64,26.93,29.98,25.78,27.3
2020-05-13,1227.37,26.84,29.19,25.29,27.39
2020-05-14,1227.03,29.83,31.13,27.56,30.22
2020-05-15,1232.69,31.94,32.5,29.43,32.44
2020-05-18,1225.13,32.90,34.81,31.82,33.44
2020-05-19,1225.04,33.18,34.65,32.5,33.24
2020-05-20,1227.26,32.95,35.75,33.49,33.02
2020-05-21,1233.19,34.10,36.06,33.92,34.08
2020-05-22,1240.59,32.62,35.13,33.25,32.6
2020-05-25,1240.45,-,35.53,-,-
2020-05-26,1230.9,34.81,36.17,34.35,34.81
2020-05-27,1238.19,34.48,34.74,32.81,34.48
2020-05-28,1237.97,33.17,35.29,33.71,33.18
2020-05-29,1231.49,34.86,35.33,35.49,35.17
2020-06-01,1222.92,37.97,38.32,35.44,38.47
2020-06-02,1219.62,38.93,39.57,36.81,39.08
2020-06-03,1215.79,39.87,39.79,37.29,39.95
2020-06-04,1216.39,38.82,39.99,37.41,38.92
2020-06-05,1202.02,40.63,42.3,39.55,40.68
2020-06-08,1195.35,42.94,40.8,38.19,43.04
2020-06-09,1198.4,40.85,41.18,38.94,40.88
2020-06-10,1190.67,40.91,41.73,39.6,40.9
2020-06-11,1206.1,40.60,38.55,36.34,40.61
2020-06-12,1203.66,38.42,38.73,36.26,38.45
2020-06-15,1208.55,38.35,39.72,37.12,38.35
2020-06-16,1211.79,40.29,40.96,38.38,40.27
2020-06-17,1215.41,41.46,40.71,37.96,41.5
2020-06-18,1212.5,41.09,41.51,38.84,41.14
2020-06-19,1211.83,42.95,42.19,39.75,42.96
2020-06-22,1209.41,42.32,43.08,40.46,42.32
2020-06-23,1207.46,43.39,42.63,40.37,43.38
2020-06-24,1206.08,42.49,40.31,38.01,42.49
2020-06-25,1202.21,40.58,41.05,38.72,40.58
2020-06-26,1203.8,42.02,41.02,38.49,42.02
2020-06-29,1199.16,40.63,41.71,39.7,40.64
2020-06-30,1199.28,42.07,41.15,39.27,42.12
2020-07-01,1201.51,42.70,42.03,39.82,42.73
2020-07-02,1198.75,42.85,43.14,40.65,42.84
2020-07-03,1198.93,42.68,42.8,-,42.82
2020-07-06,1191.92,43.66,43.1,40.63,43.72
2020-07-07,1196.75,42.90,43.08,40.62,43.08
2020-07-08,1192.05,43.34,43.29,40.9,43.55
2020-07-09,1196.98,43.63,42.35,39.62,43.73
2020-07-10,1200.42,-,43.24,40.55,-
2020-07-13,1203.37,43.38,42.72,40.1,43.45
2020-07-14,1204.89,42.78,42.9,40.29,42.91
2020-07-15,1200.5,44.18,43.79,41.2,44.17
2020-07-16,1205.11,43.37,43.37,40.75,43.63
2020-07-17,1203.44,42.86,43.14,40.59,43.16
2020-07-20,1200.9,42.72,43.28,40.81,42.87
2020-07-21,1193.92,43.87,44.32,41.96,44.02
2020-07-22,1197.22,44.12,44.29,41.9,44.31
2020-07-23,1201.45,44.42,43.31,41.07,44.52
2020-07-24,1201.5,43.11,43.34,41.29,43.21
2020-07-27,1195.57,43.13,43.41,41.6,43.2
2020-07-28,1199.46,43.12,43.22,41.04,43.11
2020-07-29,1189.79,43.27,43.75,41.27,43.27
2020-07-30,1189.62,43.14,42.94,39.92,43.23
2020-07-31,1193.59,-,43.3,40.27,-
2020-08-03,1192.59,42.48,44.15,41.01,42.68
2020-08-04,1193.2,42.97,44.43,41.7,43.18
2020-08-05,1186.05,43.76,45.17,42.19,43.87
2020-08-06,1183.5,43.71,45.09,41.95,43.88
2020-08-07,1188.68,43.88,44.4,41.22,43.89
2020-08-10,1185.58,-,44.99,41.94,-
2020-08-11,1185.62,44.12,44.5,41.61,44.18
2020-08-12,1183.23,43.63,45.43,42.67,43.74
2020-08-13,1184.92,44.18,44.96,42.24,44.32
2020-08-14,1186.94,43.44,44.8,42.01,43.57
2020-08-17,1183.19,43.67,45.37,42.89,43.87
2020-08-18,1182.7,44.46,45.46,42.89,44.57
2020-08-19,1181.74,43.80,45.37,42.93,44.07
2020-08-20,1185.24,43.89,44.9,42.58,44.17
2020-08-21,1191.72,43.96,44.35,42.34,44.25
2020-08-24,1188.66,43.78,45.13,42.62,44.06
2020-08-25,1187.35,44.34,45.86,43.35,44.59
2020-08-26,1184.39,44.83,45.64,43.39,45.13
2020-08-27,1187.44,45.01,45.09,43.04,45.24
2020-08-28,1180.48,44.12,45.05,42.97,44.42
2020-08-31,1187.94,45.93,45.28,42.61,46.77
2020-09-01,1185.45,45.11,45.58,42.76,45.32
2020-09-02,1189.13,45.30,44.43,41.51,45.42
2020-09-03,1191.48,43.43,44.07,41.37,43.58
2020-09-04,1187.3,43.78,42.66,39.77,43.9
2020-09-07,1187.27,41.42,42.01,-,41.5
2020-09-08,1190.1,40.68,39.78,36.76,40.82
2020-09-09,1184.79,39.49,40.79,38.05,39.57
2020-09-10,1188.11,39.74,40.06,37.3,39.89
2020-09-11,1187.89,39.27,39.83,37.33,39.33
2020-09-14,1181.51,38.89,39.61,37.26,38.92
2020-09-15,1179.76,39.24,40.53,38.28,39.22
2020-09-16,1172.88,41.21,42.22,40.16,41.22
2020-09-17,1169.2,41.67,43.3,40.97,41.67
2020-09-18,1164.81,43.02,43.15,41.11,43.02
2020-09-21,1163.61,41.63,41.44,39.31,41.63
2020-09-22,1163.61,41.14,41.72,39.6,41.17
2020-09-23,1170.65,41.38,41.77,39.93,41.39
2020-09-24,1169.1,41.21,41.94,40.31,41.23
2020-09-25,1174.32,41.98,41.92,40.25,41.98
2020-09-28,1166.85,41.41,42.43,40.6,41.42
2020-09-29,1168.73,41.87,41.03,39.29,41.89
2020-09-30,1164.65,40.36,40.95,40.22,40.69
2020-10-01,1162.83,41.12,40.93,38.72,41.23
2020-10-02,1166.26,38.62,39.27,37.05,38.88
2020-10-05,1157.12,39.27,41.29,39.22,39.53
2020-10-06,1164.37,40.55,42.65,40.67,40.77
2020-10-07,1157.26,41.24,41.99,39.95,41.57
2020-10-08,1151.11,41.46,43.34,41.19,41.67
2020-10-09,1143.52,42.06,42.85,40.6,42.37
2020-10-12,1147.79,41.28,41.72,39.43,41.67
2020-10-13,1148.3,41.19,42.45,40.2,41.52
2020-10-14,1147.14,41.62,43.32,41.04,41.83
2020-10-15,1145.14,42.01,43.16,40.96,42.2
2020-10-16,1142.13,41.88,42.93,40.88,42.17
2020-10-19,1140.06,41.77,42.62,40.83,42.13
2020-10-20,1138.39,41.58,43.16,41.46,41.92
2020-10-21,1132.54,41.71,41.73,40.03,42.01
2020-10-22,1134.74,41.36,42.46,40.64,41.72
2020-10-23,1127.95,41.67,41.77,39.85,42.15
2020-10-26,1132.44,39.84,40.46,38.56,40.22
2020-10-27,1129.21,39.90,41.2,39.57,40.41
2020-10-28,1134.93,39.27,39.12,37.39,39.77
2020-10-29,1130.06,38.26,37.65,36.17,38.67
2020-10-30,1136.49,37.18,37.46,35.79,37.41
2020-11-02,1132.95,36.30,38.97,36.81,36.59
2020-11-03,1131.32,39.52,39.71,37.66,39.63
2020-11-04,1127.65,39.76,41.23,39.15,40.09
2020-11-05,1122.88,40.69,40.93,38.79,41.12
2020-11-06,1121.4,40.57,39.45,37.14,40.81
2020-11-09,1119.06,40.34,42.4,40.29,40.62
2020-11-10,1117.07,42.49,43.61,41.36,42.81
2020-11-11,1112.39,44.44,43.8,41.45,44.81
2020-11-12,1114.86,43.95,43.53,41.12,44.27
2020-11-13,1107.62,43.15,42.78,40.13,43.4
2020-11-16,1107.04,43.74,43.82,41.34,44.11
2020-11-17,1105.38,43.87,43.75,41.43,44.13
2020-11-18,1106.17,43.78,44.34,41.82,44.01
2020-11-19,1113.59,44.00,44.2,41.74,44.37
2020-11-20,1114.95,44.19,44.96,42.15,44.42
2020-11-23,1113.51,45.61,46.06,43.06,45.83
2020-11-24,1110.24,45.86,47.86,44.91,46.12
2020-11-25,1106.21,47.87,48.61,45.71,48.27
2020-11-26,1105.57,47.49,47.8,-,47.92
2020-11-27,1104.43,47.13,48.18,45.53,47.8
2020-11-30,1109.32,47.02,47.59,45.34,47.59
2020-12-01,1105.73,47.59,47.42,44.55,47.87
2020-12-02,1100.02,47.08,48.25,45.28,47.28
2020-12-03,1092.08,48.06,48.71,45.64,48.21
2020-12-04,1083.77,49.04,49.25,46.26,49.2
2020-12-07,1083.53,48.29,48.79,45.76,48.62
2020-12-08,1084.86,48.30,48.84,45.6,48.61
2020-12-09,1086.48,49.14,48.86,45.52,49.36
2020-12-10,1085.55,49.03,50.25,46.78,49.16
2020-12-11,1091.67,50.47,49.97,46.57,50.56
2020-12-14,1093.07,50.65,50.29,46.99,50.74
2020-12-15,1089.43,50.17,50.76,47.62,50.27
2020-12-16,1092.36,50.85,51.08,47.82,51.05
2020-12-17,1093.01,51.46,51.5,48.36,51.57
2020-12-18,1099.39,51.11,52.26,49.1,51.18
2020-12-21,1102.55,50.26,50.91,47.74,50.37
2020-12-22,1109.72,49.75,50.08,47.02,49.81
2020-12-23,1106.65,49.61,51.2,48.12,49.63
2020-12-24,1101.59,51.28,51.29,48.23,51.4
2020-12-25,1099.07,,,,
2020-12-28,1095.6,51.07,50.86,47.62,51.17
2020-12-29,1090.97,50.97,51.09,48,51.18
2020-12-30,1087.62,51.05,51.34,48.4,51.18
2020-12-31,1084.47,51.14,51.8,48.52,51.25
2021-01-01,1084.73,,,,
2021-01-04,1086.48,52.49,51.09,47.62,52.55
2021-01-05,1086.42,50.50,53.6,49.93,50.58
2021-01-06,1087.93,53.51,54.3,50.63,53.54
2021-01-07,1094.28,54.52,54.38,50.83,54.52
2021-01-08,1092.93,54.58,55.99,52.24,54.6
2021-01-11,1097.23,55.33,55.66,52.25,55.31
2021-01-12,1094.48,55.71,56.58,53.21,55.7
2021-01-13,1097.12,56.44,56.06,52.91,56.44
2021-01-14,1095.88,55.70,56.42,53.57,55.71
2021-01-15,1103.27,55.39,55.1,52.36,55.37
2021-01-18,1102.52,54.19,54.75,-,54.19
2021-01-19,1101.44,55.19,55.9,52.98,55.19
2021-01-20,1096.35,56.24,56.08,53.24,56.26
2021-01-21,1099.88,55.49,56.1,53.13,55.47
2021-01-22,1105.41,55.20,55.41,52.27,55.19
2021-01-25,1102.58,55.41,55.88,52.77,55.41
2021-01-26,1101.02,55.32,55.91,52.61,55.34
2021-01-27,1108.38,55.74,55.81,52.85,55.74
2021-01-28,1112.52,54.77,55.53,52.34,54.77
2021-01-29,1117.64,54.65,55.88,52.2,54.65
2021-02-01,1116.51,55.00,56.35,53.55,55.05
2021-02-02,1115.37,56.77,57.46,54.76,56.78
2021-02-03,1113.46,57.64,58.46,55.69,57.7
2021-02-04,1120,58.36,58.84,56.23,58.38
2021-02-05,1116.77,58.94,59.34,56.85,58.97
2021-02-08,1115.61,59.80,60.56,57.97,59.78
2021-02-09,1110.88,60.49,61.09,58.36,60.49
2021-02-10,1105.48,60.39,61.47,58.68,60.48
2021-02-11,1102.12,60.54,61.14,58.24,60.64
2021-02-12,1102.59,-,62.43,59.47,-
2021-02-15,1101.31,62.48,63.3,-,62.58
2021-02-16,1106.58,62.30,63.35,60.05,62.47
2021-02-17,1105.61,62.80,64.34,61.14,63.03
2021-02-18,1106.96,63.26,63.93,60.52,63.48
2021-02-19,1104.27,60.83,62.91,59.24,60.9
2021-02-22,1111.59,61.28,65.24,61.49,61.35
2021-02-23,1110.13,63.54,65.37,61.67,63.59
2021-02-24,1107.27,62.89,67.04,63.22,62.92
2021-02-25,1118.77,65.39,66.88,63.53,65.41
2021-02-26,1123.89,64.29,66.13,61.5,64.3
2021-03-01,1113.33,64.23,63.69,60.64,64.22
2021-03-02,1125.01,61.41,62.7,59.75,61.41
2021-03-03,1126.05,61.44,64.07,61.28,61.44
2021-03-04,1130.87,63.11,66.74,63.83,63.09
2021-03-05,1128,66.37,69.36,66.09,66.4
2021-03-08,1140.83,68.32,68.24,65.05,68.37
2021-03-09,1134.91,66.40,67.52,64.01,66.46
2021-03-10,1135.91,65.30,67.9,64.44,65.33
2021-03-11,1130.35,66.82,69.63,66.02,66.86
2021-03-12,1136,67.90,69.22,65.61,67.95
2021-03-15,1132.35,68.25,68.88,65.39,68.24
2021-03-16,1129,66.46,68.39,64.8,66.5
2021-03-17,1121.21,66.57,68,64.6,66.6
2021-03-18,1127.75,65.29,63.28,60,65.33
2021-03-19,1129.12,62.20,64.53,61.42,62.34
2021-03-22,1126,63.18,64.62,61.55,63.38
2021-03-23,1132.9,63.00,60.79,57.76,63.04
2021-03-24,1134.9,60.98,64.41,61.18,60.99
2021-03-25,1135.12,62.43,61.95,58.56,62.45
2021-03-26,1128.52,62.07,64.57,60.97,62.22
2021-03-29,1131.56,63.11,64.98,61.56,63.4
2021-03-30,1132.59,63.90,64.14,60.55,63.9
2021-03-31,1127.17,63.36,63.54,59.16,63.35
2021-04-01,1128.72,61.51,64.86,61.45,61.51
2021-04-02,1128.64,,,,
2021-04-05,1124.18,61.91,62.15,58.65,61.96
2021-04-06,1119.17,61.34,62.74,59.33,61.39
2021-04-07,1119.03,60.88,63.16,59.77,60.97
2021-04-08,1115.83,61.24,63.2,59.6,61.34
2021-04-09,1120.98,60.94,62.95,59.32,61.05
2021-04-12,1124.32,61.10,63.28,59.7,61.12
2021-04-13,1121.37,61.58,63.67,60.18,61.64
2021-04-14,1116.08,62.56,66.58,63.15,62.56
2021-04-15,1116.68,64.17,66.94,63.46,64.22
2021-04-16,1116.5,65.12,66.77,63.13,65.21
2021-04-19,1115.33,64.83,67.05,63.38,64.94
2021-04-20,1117.28,65.74,66.57,62.44,65.9
2021-04-21,1116.35,63.71,65.32,61.35,63.71
2021-04-22,1118.79,62.25,65.4,61.43,62.44
2021-04-23,1114.72,62.93,66.11,62.14,63.13
2021-04-26,1110.27,62.37,65.65,61.91,62.53
2021-04-27,1113.33,63.27,66.42,62.94,63.32
2021-04-28,1109.88,63.57,67.27,63.86,63.58
2021-04-29,1107.63,65.10,68.56,65.01,65.12
2021-04-30,1117.16,65.27,67.25,63.58,65.28
2021-05-03,1120.34,64.38,67.56,64.49,64.39
2021-05-04,1125.77,65.83,68.88,65.69,65.84
2021-05-05,1124.72,67.76,68.96,65.63,67.77
2021-05-06,1120.28,67.17,68.09,64.71,67.19
2021-05-07,1111.23,65.90,68.28,64.9,65.94
2021-05-10,1116.68,66.74,68.32,64.92,66.83
2021-05-11,1119.58,65.54,68.55,65.28,65.64
2021-05-12,1132.73,66.56,69.32,66.08,66.63
2021-05-13,1126.73,-,67.05,63.82,-
2021-05-14,1125.79,65.26,68.71,65.37,65.47
2021-05-17,1136.73,67.17,69.46,66.27,67.23
2021-05-18,1126.93,68.41,68.71,65.49,68.43
2021-05-19,1131.18,66.11,66.66,63.36,66.12
2021-05-20,1127.66,65.03,65.11,62.05,65.03
2021-05-21,1127.63,63.25,66.44,63.58,63.3
2021-05-24,1123.48,66.26,68.46,66.05,66.29
2021-05-25,1122.36,67.37,68.65,66.07,67.54
2021-05-26,1116.61,-,68.87,66.21,-
2021-05-27,1118.55,66.41,69.46,66.85,66.44
2021-05-28,1113.08,67.41,69.63,66.32,67.53
2021-05-31,1106.58,67.94,69.32,-,68.28
2021-06-01,1108.38,69.10,70.25,67.72,69.23
2021-06-02,1110.92,69.21,71.35,68.83,69.42
2021-06-03,1116.46,69.97,71.31,68.81,70.09
2021-06-04,1110.52,70.10,71.89,69.62,70.1
2021-06-07,1110.62,70.03,71.49,69.23,70.32
2021-06-08,1117.72,69.34,72.22,70.05,69.58
2021-06-09,1115.61,71.14,72.22,69.96,71.42
2021-06-10,1112.32,70.71,72.52,70.29,70.93
2021-06-11,1116.4,71.18,72.69,70.91,71.3
2021-06-14,1116.33,72.01,72.86,70.88,72.06
2021-06-15,1117.09,71.79,73.99,72.12,71.87
2021-06-16,1132.68,72.78,74.39,72.15,72.82
2021-06-17,1134.3,72.35,73.08,71.04,72.37
2021-06-18,1134.94,70.98,73.51,71.64,71.05
2021-06-21,1131.4,71.79,74.9,73.66,71.86
2021-06-22,1133.57,72.52,74.81,73.06,72.73
2021-06-23,1135.85,73.43,75.19,73.08,73.63
2021-06-24,1130.78,73.73,75.56,73.3,73.82
2021-06-25,1127.12,73.46,76.18,74.05,73.48
2021-06-28,1130.04,73.88,74.68,72.91,73.95
2021-06-29,1131.62,72.85,74.76,72.98,72.87
2021-06-30,1130.48,72.87,75.13,73.47,72.98
2021-07-01,1134.33,73.85,75.84,75.23,74.14
