Date,Dollar,Dubai,Brent,WTI,Oman
2012-05-29,1176.15,105.01,106.68,90.76,105.08
2012-05-30,1180.91,103.39,103.47,87.82,103.45
2012-05-31,1180.47,101.59,101.87,86.53,101.6
2012-06-01,1182.5,98.43,98.43,83.23,98.51
2012-06-04,1179.59,95.16,98.85,83.98,95.25
2012-06-05,1178.43,95.99,98.84,84.29,96.05
2012-06-06,1174.5,97.14,100.64,85.02,97.23
2012-06-07,1164.85,97.49,99.93,84.82,97.55
2012-06-08,1174.09,96.51,99.47,84.1,95.64
2012-06-11,1171.5,98.66,98,82.7,98.81
2012-06-12,1169.25,95.41,97.14,83.32,95.53
2012-06-13,1166.54,93.84,97.13,82.62,96.19
2012-06-14,1164.37,95.59,97.03,83.91,95.62
2012-06-15,1164.86,96.66,97.61,84.03,96.64
2012-06-18,1157.5,96.47,96.05,83.27,96.29
2012-06-19,1153.35,93.85,95.76,84.03,93.81
2012-06-20,1152.71,94.27,92.69,81.8,94.27
2012-06-21,1154.45,90.67,89.23,78.2,90.74
2012-06-22,1158.94,89.15,90.98,79.76,89.06
2012-06-25,1162.05,89.81,91.01,79.21,89.91
2012-06-26,1158.5,91.01,93.02,79.36,91.01
2012-06-27,1155.69,91.24,93.5,80.21,91.23
2012-06-28,1158.02,91.77,91.36,77.69,92.18
2012-06-29,1141.32,92.89,97.8,84.96,92.87
2012-07-02,1143.89,93.72,97.34,83.75,94.73
2012-07-03,1133.48,95.29,100.68,87.66,95.4
2012-07-04,1137.49,97.17,99.77,-,97.28
2012-07-05,1133.8,97.96,100.7,87.22,98.16
2012-07-06,1140.55,97.59,98.19,84.45,97.74
2012-07-09,1143.17,96.76,100.32,85.99,96.81
2012-07-10,1140.15,96.41,97.97,83.91,95.55
2012-07-11,1141,96.44,100.23,85.81,96.63
2012-07-12,1154.63,97.04,101.07,86.08,97.22
2012-07-13,1148.06,97.68,102.4,87.1,98.51
2012-07-16,1146.18,98.84,103.55,88.43,99.1
2012-07-17,1145.43,100.86,104,89.22,101.04
2012-07-18,1142.5,100.89,105.16,89.87,101.24
2012-07-19,1138.3,102.71,107.8,92.66,103.08
2012-07-20,1142.75,103.39,106.83,91.44,103.7
2012-07-23,1150.38,99.62,103.26,88.14,100.01
2012-07-24,1149.18,100.39,103.42,88.5,100.7
2012-07-25,1149.44,100.28,104.38,88.97,100.48
2012-07-26,1146.57,100.49,105.26,89.39,101.28
2012-07-27,1138.61,102.06,106.47,90.13,102.97
2012-07-30,1137.62,102.38,106.2,89.78,102.87
2012-07-31,1130.67,101.90,104.92,88.06,102.2
2012-08-01,1127.26,101.04,105.96,88.91,101.28
2012-08-02,1132.07,101.73,105.9,87.13,102.04
2012-08-03,1135,102.45,108.94,91.4,102.67
2012-08-06,1128.33,104.54,109.55,92.2,104.74
2012-08-07,1128.9,106.01,112,93.67,106.26
2012-08-08,1130.42,106.87,112.14,93.35,107.08
2012-08-09,1127.29,-,113.22,93.36,-
2012-08-10,1131.15,108.22,112.95,92.87,108.46
2012-08-13,1129.13,108.63,113.6,92.73,108.93
2012-08-14,1130.59,109.32,114.03,93.43,109.61
2012-08-15,1130.81,109.29,116.25,94.33,109.51
2012-08-16,1133.59,111.23,116.9,95.6,111.48
2012-08-17,1135.42,111.03,113.71,96.01,111.31
2012-08-20,1135.75,-,113.7,95.97,-
2012-08-21,1131.19,111.61,114.64,96.68,112.06
2012-08-22,1135.96,111.59,114.91,97.26,111.83
2012-08-23,1132.08,113.21,115.01,96.27,113.46
2012-08-24,1134.75,111.54,113.59,96.15,111.77
2012-08-27,1135.35,111.82,112.26,95.47,112.33
2012-08-28,1135.05,110.02,112.58,96.33,110.4
2012-08-29,1135.35,109.49,112.54,95.49,109.92
2012-08-30,1134.88,110.24,112.65,94.62,110.72
2012-08-31,1133.79,110.33,114.57,96.47,110.91
2012-09-03,1131.98,111.79,115.78,-,112.28
2012-09-04,1133.63,113.29,114.18,95.3,113.82
2012-09-05,1136.66,111.64,113.09,95.36,111.78
2012-09-06,1134.15,112.09,113.49,95.53,112.27
2012-09-07,1130.3,111.84,114.25,96.42,111.97
2012-09-10,1129,112.89,114.81,96.54,113.12
2012-09-11,1128.34,113.11,115.4,97.17,113.21
2012-09-12,1127.06,113.93,115.96,97.01,113.95
2012-09-13,1128.82,113.69,116.9,98.31,113.72
2012-09-14,1117.05,115.41,116.66,99,115.42
2012-09-17,1116.5,114.76,113.79,96.62,114.87
2012-09-18,1118.9,111.76,112.03,95.29,111.87
2012-09-19,1116.14,110.79,108.19,91.98,110.83
2012-09-20,1118.65,105.64,110.03,91.87,105.68
2012-09-21,1119.5,108.18,111.42,92.89,108.24
2012-09-24,1120.72,108.17,109.81,91.93,108.34
2012-09-25,1118.72,108.61,110.45,91.37,108.62
2012-09-26,1119.41,107.64,110.04,89.98,107.63
2012-09-27,1116.63,108.09,112.01,91.85,108.07
2012-09-28,1113.67,110.56,112.39,92.19,110.57
2012-10-01,1112.59,109.35,112.19,92.48,109.41
2012-10-02,1113.48,109.59,111.57,91.89,109.58
2012-10-03,1113.46,108.28,108.17,88.14,108.25
2012-10-04,1112.23,106.33,112.58,91.71,106.33
2012-10-05,1110.42,109.10,112.02,89.88,109.07
2012-10-08,1111.74,107.73,111.82,89.33,107.72
2012-10-09,1111.62,108.98,114.5,92.39,108.92
2012-10-10,1114.42,110.57,114.33,91.25,110.59
2012-10-11,1113.17,111.16,115.71,92.07,110.98
2012-10-12,1111,111.30,114.62,91.86,111.14
2012-10-15,1110.5,110.78,115.8,91.85,110.7
2012-10-16,1106.59,111.61,115.07,92.09,111.36
2012-10-17,1104.89,112.03,113.22,92.12,110.93
2012-10-18,1105.05,111.40,112.42,92.1,110.77
2012-10-19,1105.66,110.21,110.14,90.05,110.11
2012-10-22,1104.6,108.18,109.44,88.73,108.16
2012-10-23,1103.45,107.11,108.25,86.67,107.31
2012-10-24,1104,106.60,107.85,85.73,107.05
2012-10-25,1098.2,106.76,108.49,86.05,107.27
2012-10-26,1097.58,-,109.55,86.28,-
2012-10-29,1098.01,106.42,109.44,85.54,106.51
2012-10-30,1091.35,106.85,109.08,85.68,106.94
2012-10-31,1090.32,106.91,108.7,86.24,106.91
2012-11-01,1090.67,106.81,108.17,87.09,106.82
2012-11-02,1091.65,106.03,105.68,84.86,106.06
2012-11-05,1091,103.41,107.73,85.65,103.51
2012-11-06,1090.22,105.13,111.07,88.71,105.16
2012-11-07,1087,108.29,106.82,84.44,108.33
2012-11-08,1089.37,104.75,107.25,85.09,104.77
2012-11-09,1088,104.81,109.4,86.07,104.82
2012-11-12,1090,106.43,109.07,85.57,106.51
2012-11-13,1089.84,-,108.26,85.38,-
2012-11-14,1086.5,105.89,109.61,86.32,105.88
2012-11-15,1088.71,107.32,110.98,85.45,107.33
2012-11-16,1092.5,107.23,108.95,86.67,107.21
2012-11-19,1086.5,108.41,111.7,89.28,108.48
2012-11-20,1083.08,109.51,109.83,86.75,109.52
2012-11-21,1082.5,108.54,110.86,87.38,108.54
2012-11-22,1085.61,108.74,110.55,-,108.74
2012-11-23,1085.55,108.73,111.38,88.28,108.71
2012-11-26,1086.02,109.41,110.92,87.74,109.46
2012-11-27,1086.57,109.06,109.87,87.18,109.06
2012-11-28,1085.5,108.22,109.51,86.49,107.68
2012-11-29,1083.3,107.24,110.76,88.07,107.22
2012-11-30,1082.5,108.98,111.23,88.91,108.96
2012-12-03,1083.35,108.44,110.92,89.09,108.41
2012-12-04,1084.01,107.89,109.84,88.5,107.92
2012-12-05,1082.69,107.47,108.81,87.88,107.39
2012-12-06,1083.5,106.06,107.03,86.26,105.97
2012-12-07,1082.06,104.68,107.02,85.93,104.59
2012-12-10,1077.68,104.59,107.33,85.56,104.69
2012-12-11,1075.25,104.24,108.01,85.79,104.23
2012-12-12,1073.6,104.85,109.5,86.77,104.8
2012-12-13,1074.35,105.66,107.91,85.89,105.65
2012-12-14,1075.19,105.10,109.15,86.73,105.06
2012-12-17,1072.5,105.86,107.64,87.2,105.83
2012-12-18,1073,105.78,108.84,87.93,105.77
2012-12-19,1072.5,106.31,110.36,89.51,106.29
2012-12-20,1074.6,106.58,110.2,90.13,106.84
2012-12-21,1075.9,106.78,108.97,88.66,106.76
2012-12-24,1073.5,106.06,108.8,88.61,106.11
2012-12-25,1073.5,,,,
2012-12-26,1073.5,106.80,111.07,90.98,106.84
2012-12-27,1072.51,108.08,110.8,90.87,108.12
2012-12-28,1067.64,107.99,110.62,90.8,107.97
2012-12-31,1063.64,107.81,111.11,91.82,107.86
2013-01-01,1063.64,,,,
2013-01-02,1063.5,107.61,112.47,93.12,107.49
2013-01-03,1063.2,107.72,112.14,92.92,107.68
2013-01-04,1062.39,107.46,111.31,93.09,107.41
2013-01-07,1063.21,106.66,111.4,93.19,106.72
2013-01-08,1064.15,107.29,111.94,93.15,107.31
2013-01-09,1060.65,108.00,111.76,93.1,108.01
2013-01-10,1058.57,108.09,111.89,93.82,108.07
2013-01-11,1056.49,107.81,110.64,93.56,107.8
2013-01-14,1056.5,106.93,111.88,94.14,106.96
2013-01-15,1057.57,107.44,110.3,93.28,107.41
2013-01-16,1058.8,106.59,110.61,94.24,106.57
2013-01-17,1057.99,106.47,111.1,95.49,106.47
2013-01-18,1058.35,107.01,111.89,95.56,107.51
2013-01-21,1064.35,107.95,111.71,-,108
2013-01-22,1063.66,107.86,112.42,96.24,107.87
2013-01-23,1067.19,108.09,112.8,95.23,108.18
2013-01-24,1069.15,108.28,113.28,95.95,108.26
2013-01-25,1075.58,109.13,113.28,95.88,109.11
2013-01-28,1091.92,108.86,113.48,96.44,108.91
2013-01-29,1084.12,108.68,114.36,97.57,108.56
2013-01-30,1086.3,109.62,114.9,97.94,109.63
2013-01-31,1088.26,110.80,115.55,97.49,110.8
2013-02-01,1095.19,110.46,116.76,97.77,110.43
2013-02-04,1089.8,111.67,115.6,96.17,111.75
2013-02-05,1086.87,110.58,116.52,96.64,110.6
2013-02-06,1089.5,111.60,116.73,96.62,111.59
2013-02-07,1090.4,112.36,117.24,95.83,112.35
2013-02-08,1096,112.64,118.9,95.72,112.62
2013-02-11,1096,-,118.13,97.03,-
2013-02-12,1093.38,-,118.66,97.51,-
2013-02-13,1086.67,113.62,118.72,97.01,113.63
2013-02-14,1085.54,113.28,118,97.31,113.24
2013-02-15,1079,113.10,117.66,95.86,113.06
2013-02-18,1083.71,113.04,117.38,-,113.05
2013-02-19,1080.5,111.99,117.52,96.66,112.01
2013-02-20,1080.68,112.25,115.6,94.46,112.24
2013-02-21,1087.25,109.79,113.53,92.84,109.78
2013-02-22,1085.73,109.53,114.1,93.13,109.5
2013-02-25,1086.5,109.83,114.44,93.11,109.87
2013-02-26,1090.27,108.80,112.71,92.63,108.81
2013-02-27,1084.88,108.42,111.87,92.76,108.48
2013-02-28,1084.35,106.76,111.38,92.05,106.72
2013-03-01,1084.65,105.63,110.4,90.68,105.61
2013-03-04,1091.01,104.81,110.09,90.12,104.86
2013-03-05,1086.63,105.66,111.61,90.82,105.66
2013-03-06,1084.76,106.84,111.06,90.43,106.85
2013-03-07,1087.74,106.21,111.15,91.56,106.16
2013-03-08,1089.6,106.56,110.85,91.95,106.51
2013-03-11,1094.45,106.44,110.22,92.06,106.52
2013-03-12,1095.53,105.49,109.65,92.54,105.51
2013-03-13,1098.67,105.48,108.52,92.52,105.48
2013-03-14,1107.78,104.57,109.42,93.03,104.57
2013-03-15,1110.64,105.07,109.82,93.45,105.06
2013-03-18,1114.56,105.04,109.51,93.74,105.12
2013-03-19,1113.33,105.86,107.45,92.16,105.86
2013-03-20,1116.03,104.78,108.72,92.96,104.76
2013-03-21,1116.2,105.09,107.47,92.45,105.1
2013-03-22,1119.35,104.13,107.66,93.71,103.88
2013-03-25,1111.5,105.06,108.17,94.81,105.11
2013-03-26,1107.82,105.15,109.36,96.34,105.16
2013-03-27,1111.9,106.23,109.69,96.58,106.23
2013-03-28,1113.44,107.07,110.02,97.23,107.06
2013-03-29,1111.35,,,,
2013-04-01,1114.72,107.21,111.08,97.07,107.49
2013-04-02,1118.17,108.41,110.69,97.19,108.42
2013-04-03,1117.88,107.96,107.11,94.45,107.86
2013-04-04,1124.93,105.14,106.34,93.26,104.99
2013-04-05,1137.68,104.19,104.12,92.7,104.05
2013-04-08,1142.76,103.13,104.66,93.36,103.13
2013-04-09,1139.5,103.06,106.23,94.2,103.11
2013-04-10,1135.55,103.73,105.79,94.64,103.72
2013-04-11,1129.87,103.04,104.27,93.51,103.04
2013-04-12,1129.5,101.64,103.11,91.29,101.62
2013-04-15,1119.94,99.28,100.39,88.71,99.31
2013-04-16,1113.95,97.81,99.91,88.72,97.94
2013-04-17,1121.03,98.10,97.69,86.68,97.57
2013-04-18,1119.78,96.71,99.13,87.73,96.75
2013-04-19,1119.48,98.09,99.65,88.01,98.12
2013-04-22,1119.86,98.31,100.39,88.76,98.41
2013-04-23,1119.62,98.16,100.31,89.18,98.23
2013-04-24,1117.14,99.59,101.73,91.43,99.64
2013-04-25,1111.8,100.18,103.41,93.64,100.22
2013-04-26,1111.23,101.07,103.16,93,101.07
2013-04-29,1104.24,101.11,103.81,94.5,101.22
2013-04-30,1101.61,101.28,102.37,93.46,101.33
2013-05-01,1101.25,-,99.95,91.03,-
2013-05-02,1102.53,97.87,102.85,93.99,97.93
2013-05-03,1097.5,99.82,104.19,95.61,100.27
2013-05-06,1094.98,101.96,105.46,96.16,102.11
2013-05-07,1090.3,102.13,104.4,95.62,102.21
2013-05-08,1086.5,101.69,104.34,96.62,101.83
2013-05-09,1091.98,101.25,104.47,96.39,101.35
2013-05-10,1106.15,101.43,103.91,96.04,101.46
2013-05-13,1113.27,100.30,102.82,95.17,100.43
2013-05-14,1110.07,100.00,102.6,94.21,100.1
2013-05-15,1114.82,99.24,103.68,94.3,99.33
2013-05-16,1117.74,100.08,103.8,95.16,100.14
2013-05-17,1118.27,100.86,104.64,96.02,100.99
2013-05-20,1117.91,101.56,104.8,96.71,101.75
2013-05-21,1111.5,101.41,103.91,96.16,101.61
2013-05-22,1114.05,100.39,102.6,94.28,100.63
2013-05-23,1128.8,98.68,102.44,94.25,98.91
2013-05-24,1128.22,-,102.64,94.15,-
2013-05-27,1122.6,99.43,102.62,-,99.76
2013-05-28,1128.27,100.38,104.23,95.01,100.63
2013-05-29,1132.45,100.64,102.43,93.13,100.67
2013-05-30,1129.03,99.14,102.19,93.61,99.56
2013-05-31,1131.26,98.80,100.39,91.97,98.85
2013-06-03,1120.09,97.64,102.06,93.45,97.71
2013-06-04,1123.36,98.81,103.24,93.31,98.87
2013-06-05,1119,100.14,103.04,93.74,100.37
2013-06-06,1119.1,100.02,103.61,94.76,100.12
2013-06-07,1117.62,100.40,104.56,96.03,100.61
2013-06-10,1128.14,100.60,103.95,95.77,100.74
2013-06-11,1133.01,100.27,102.96,95.38,100.47
2013-06-12,1128.26,99.92,103.49,95.88,99.76
2013-06-13,1130.25,99.94,104.25,96.69,100.12
2013-06-14,1127.7,102.14,105.93,97.85,102.38
2013-06-17,1127.97,103.28,105.47,97.77,103.55
2013-06-18,1134.69,102.14,106.02,98.44,102.34
2013-06-19,1130.95,103.09,106.12,98.24,103.28
2013-06-20,1146.1,101.27,102.15,95.4,101.39
2013-06-21,1156.62,99.79,100.91,93.69,99.96
2013-06-24,1162.01,97.34,101.16,95.18,97.64
2013-06-25,1153.63,98.83,101.26,95.32,99.21
2013-06-26,1156,98.62,101.66,95.5,98.4
2013-06-27,1148.14,98.82,102.82,97.05,99.33
2013-06-28,1142.4,100.38,102.16,96.56,100.36
2013-07-01,1135.62,99.22,103,97.99,98.24
2013-07-02,1135,99.67,104,99.6,99.43
2013-07-03,1141.4,101.25,105.76,101.24,101.03
2013-07-04,1139.84,101.67,105.54,-,101.47
2013-07-05,1142.35,101.95,107.72,103.22,101.72
2013-07-08,1148.39,103.14,107.43,103.14,103
2013-07-09,1142.11,103.30,107.81,103.53,103.01
2013-07-10,1135.38,103.74,108.51,106.52,103.68
2013-07-11,1124.53,104.11,107.73,104.91,104.07
2013-07-12,1124.4,103.47,108.81,105.95,103.45
2013-07-15,1122.07,104.15,109.09,106.32,104.2
2013-07-16,1114.91,104.33,109.4,106,104.33
2013-07-17,1117.31,103.89,108.61,106.48,103.88
2013-07-18,1124.85,104.94,108.7,108.04,104.92
2013-07-19,1120.88,105.39,108.07,108.05,105.41
2013-07-22,1118.91,105.34,108.15,106.91,105.63
2013-07-23,1117.38,104.83,108.42,107.23,104.85
2013-07-24,1116,104.94,107.19,105.39,104.83
2013-07-25,1116.5,104.51,107.65,105.49,104.67
2013-07-26,1113.21,104.52,107.17,104.7,104.76
2013-07-29,1112.66,104.38,107.45,104.55,104.86
2013-07-30,1116.51,104.68,106.91,103.08,104.71
2013-07-31,1123.7,104.29,107.7,105.03,104.45
2013-08-01,1123.5,104.89,109.54,107.89,104.52
2013-08-02,1124.3,105.86,108.95,106.94,105.87
2013-08-05,1114.12,105.28,108.7,106.56,105.63
2013-08-06,1114.16,104.46,108.18,105.3,104.62
2013-08-07,1115.37,103.79,107.44,104.37,103.92
2013-08-08,1112.7,-,106.68,103.4,-
2013-08-09,1111.5,-,108.22,105.97,-
2013-08-12,1114.22,103.95,108.97,106.11,104.17
2013-08-13,1118.82,105.71,109.82,106.83,105.92
2013-08-14,1118.5,105.46,110.2,106.85,105.7
2013-08-15,1118.5,106.99,111.11,107.33,107.25
2013-08-16,1113.49,106.67,110.4,107.46,106.96
2013-08-19,1118.63,107.40,109.9,107.1,107.6
2013-08-20,1120.8,106.38,110.15,104.96,106.6
2013-08-21,1118.91,106.72,109.81,103.85,106.88
2013-08-22,1121.37,107.61,109.9,105.03,107.72
2013-08-23,1113.93,107.76,111.04,106.42,108.17
2013-08-26,1113,108.18,110.73,105.92,108.66
2013-08-27,1117.53,107.76,114.36,109.01,108.01
2013-08-28,1114.85,111.65,116.61,110.1,112.27
2013-08-29,1112.79,112.99,115.16,108.8,112.93
2013-08-30,1110.02,111.78,114.01,107.65,111.51
2013-09-02,1098.77,109.10,114.33,-,109.22
2013-09-03,1098.7,109.81,115.68,108.54,109.96
2013-09-04,1094.37,110.52,114.91,107.23,110.78
2013-09-05,1097.69,110.14,115.26,108.37,110.58
2013-09-06,1092.5,110.31,116.12,110.53,110.76
2013-09-09,1087,110.76,113.72,109.52,111.21
2013-09-10,1086.37,109.18,111.25,107.39,109.46
2013-09-11,1086.21,108.62,111.5,107.56,109.73
2013-09-12,1083.22,109.19,112.63,108.6,109.88
2013-09-13,1086.33,109.51,112.78,108.21,109.87
2013-09-16,1081.79,109.26,110.07,106.59,109.62
2013-09-17,1082.6,107.91,108.19,105.42,108.12
2013-09-18,1081.85,106.69,110.6,108.07,106.78
2013-09-19,1071.48,108.80,108.76,106.39,108.87
2013-09-20,1076.47,107.48,109.22,104.67,107.51
2013-09-23,1074.35,105.74,108.16,103.59,107.1
2013-09-24,1074.8,104.71,108.64,103.13,105.87
2013-09-25,1076.87,105.36,108.32,102.66,106.63
2013-09-26,1075.65,104.85,109.21,103.03,106.02
2013-09-27,1074.83,105.11,108.63,102.87,106.11
2013-09-30,1074.53,103.58,108.37,102.33,105.91
2013-10-01,1073.5,103.41,107.94,102.04,105.06
2013-10-02,1074.47,103.54,109.19,104.1,104.94
2013-10-03,1072,104.85,109,103.31,106.02
2013-10-04,1071.5,104.99,109.46,103.84,106.15
2013-10-07,1071.5,104.30,109.68,103.03,105.49
2013-10-08,1075.1,105.56,110.16,103.49,106.49
2013-10-09,1075.93,105.82,109.06,101.61,106.87
2013-10-10,1071.64,105.88,111.8,103.01,106.92
2013-10-11,1071.4,107.08,111.28,102.02,108.14
2013-10-14,1071.7,107.56,111.04,102.41,108.24
2013-10-15,1064.78,-,109.96,101.21,-
2013-10-16,1067.22,106.49,110.86,102.29,107.03
2013-10-17,1062.83,106.74,109.11,100.67,107.57
2013-10-18,1060.5,105.82,109.94,100.81,106.71
2013-10-21,1062.25,105.30,109.64,99.22,107.44
2013-10-22,1057.9,106.59,109.97,97.8,107.56
2013-10-23,1058.4,106.15,107.8,96.86,107.33
2013-10-24,1062.83,105.18,106.99,97.11,106.52
2013-10-25,1062.5,104.47,106.93,97.85,105.6
2013-10-28,1061.7,104.76,109.61,98.68,105.96
2013-10-29,1062.63,105.93,109.01,98.2,106.95
2013-10-30,1059.42,105.78,109.86,96.77,106.94
2013-10-31,1061.28,106.50,108.84,96.38,107.91
2013-11-01,1061.36,105.85,105.91,94.61,107.18
2013-11-04,1062.63,103.99,106.23,94.62,105.46
2013-11-05,1061.48,104.91,105.33,93.37,104.91
2013-11-06,1060.22,104.62,105.24,94.8,104.58
2013-11-07,1063.42,102.46,103.46,94.2,103.68
2013-11-08,1062.57,102.43,105.12,94.6,102.36
2013-11-11,1072.5,103.03,106.4,95.14,103.66
2013-11-12,1073.25,103.46,105.81,93.04,104.41
2013-11-13,1071.01,103.14,107.12,93.88,104.18
2013-11-14,1068.66,104.47,108.54,93.76,105.61
2013-11-15,1062.8,105.06,108.5,93.84,106.55
2013-11-18,1055.29,106.09,108.47,93.03,106.13
2013-11-19,1055.31,106.06,106.92,93.34,106.06
2013-11-20,1056.83,105.14,108.06,93.33,105.13
2013-11-21,1062.12,105.77,110.08,95.44,105.83
2013-11-22,1061.44,107.44,111.05,94.84,107.52
2013-11-25,1060.12,106.77,111,94.09,106.92
2013-11-26,1060.52,108.56,110.88,93.68,108.56
2013-11-27,1061.05,108.67,111.31,92.3,108.64
2013-11-28,1061.4,108.78,110.86,-,108.96
2013-11-29,1058.21,108.68,109.69,92.72,108.66
2013-12-02,1058.5,107.34,111.45,93.82,107.35
2013-12-03,1061.22,108.26,112.62,96.04,108.25
2013-12-04,1061.75,108.95,111.88,97.2,109.02
2013-12-05,1058.72,108.34,110.98,97.38,108.36
2013-12-06,1057,108.17,111.61,97.65,108.15
2013-12-09,1052.95,107.93,109.39,97.34,108.56
2013-12-10,1052,106.53,109.38,98.51,107.11
2013-12-11,1052.12,106.42,109.7,97.44,107.03
2013-12-12,1051.5,106.94,108.67,97.5,107.49
2013-12-13,1053.35,105.71,108.83,96.6,106.27
2013-12-16,1053,106.13,110.47,97.48,106.73
2013-12-17,1050.9,105.93,108.44,97.22,106.7
2013-12-18,1052.25,105.65,109.63,97.8,106.37
2013-12-19,1059.73,106.34,110.29,98.77,107.01
2013-12-20,1061.8,107.09,111.77,99.32,107.76
2013-12-23,1060.5,108.48,111.56,98.91,109.18
2013-12-24,1060.2,108.47,111.9,99.22,109.12
2013-12-25,1060.2,,,,
2013-12-26,1059.25,108.50,111.98,99.55,109.06
2013-12-27,1054.67,108.86,112.18,100.32,109.35
2013-12-30,1055.72,108.77,111.21,99.29,109
2013-12-31,1050.5,107.88,110.8,98.42,108.12
2014-01-01,1050.5,,,,
2014-01-02,1050.55,107.79,107.78,95.44,107.77
2014-01-03,1055.5,105.22,106.89,93.96,105.18
2014-01-06,1065.46,104.29,106.73,93.43,104.37
2014-01-07,1069.5,104.11,107.35,93.67,104.33
2014-01-08,1065.7,104.14,107.15,92.33,104.33
2014-01-09,1063,104.06,106.39,91.66,104.12
2014-01-10,1061.77,103.99,107.25,92.72,103.97
2014-01-13,1057,103.51,106.75,91.8,103.56
2014-01-14,1059.4,103.21,106.39,92.59,103.21
2014-01-15,1063.6,102.61,107.13,94.17,102.6
2014-01-16,1063.5,103.01,107.09,93.96,103.02
2014-01-17,1061.8,102.81,106.48,94.37,102.76
2014-01-20,1063.77,103.28,106.35,-,103.31
2014-01-21,1065.3,103.73,106.73,94.99,103.7
2014-01-22,1067.55,103.94,108.27,96.73,103.88
2014-01-23,1073.55,104.63,107.58,97.32,104.56
2014-01-24,1080.35,104.13,107.88,96.64,104.26
2014-01-27,1083.8,104.29,106.69,95.72,104.32
2014-01-28,1079.59,103.82,107.41,97.41,103.89
2014-01-29,1070.05,103.78,107.85,97.36,103.65
2014-01-30,1080.5,103.77,107.95,98.23,103.67
2014-01-31,1081.31,-,106.4,97.49,-
2014-02-03,1084.75,102.26,106.04,96.43,102.31
2014-02-04,1084,101.98,105.78,97.19,102
2014-02-05,1078,102.19,106.25,97.38,102.18
2014-02-06,1079.05,102.58,107.19,97.84,102.56
2014-02-07,1075,103.35,109.57,99.88,103.29
2014-02-10,1072.8,105.13,108.63,100.06,105.01
2014-02-11,1070.9,104.98,108.68,99.94,104.96
2014-02-12,1062.59,105.19,108.79,100.37,105.18
2014-02-13,1066.25,104.81,108.73,100.35,104.82
2014-02-14,1063.5,105.08,109.08,100.3,105.4
2014-02-17,1060.45,106.25,109.18,-,106.3
2014-02-18,1065.5,106.73,110.46,102.43,106.07
2014-02-19,1065.7,106.84,110.47,103.31,106.83
2014-02-20,1072.2,106.52,110.3,102.92,106.77
2014-02-21,1073,106.57,109.85,102.2,106.92
2014-02-24,1074.5,106.26,110.64,102.82,106.56
2014-02-25,1074,106.34,109.51,101.83,106.61
2014-02-26,1065.97,105.65,109.52,102.59,105.88
2014-02-27,1069.8,105.55,108.96,102.4,105.77
2014-02-28,1066.46,105.39,109.07,102.59,105.37
2014-03-03,1070.18,107.25,111.2,104.92,107.35
2014-03-04,1071.45,106.06,109.3,103.33,106.07
2014-03-05,1071.3,105.34,107.76,101.45,105.33
2014-03-06,1064.55,103.94,108.1,101.56,103.93
2014-03-07,1065.15,104.31,109,102.58,104.31
2014-03-10,1067.3,104.26,108.08,101.12,104.31
2014-03-11,1065.58,104.21,108.55,100.03,104.22
2014-03-12,1070.65,103.79,108.02,97.99,103.78
2014-03-13,1070,104.14,107.39,98.2,104.12
2014-03-14,1071.23,103.96,108.57,98.89,103.91
2014-03-17,1067.75,104.66,106.24,98.08,104.71
2014-03-18,1069.5,103.46,106.79,99.7,103.46
2014-03-19,1070.68,103.40,105.85,100.37,103.39
2014-03-20,1077.23,103.47,106.45,99.43,102.93
2014-03-21,1080,104.20,106.92,99.46,103.6
2014-03-24,1077.8,103.66,106.81,99.6,103.71
2014-03-25,1079.5,104.01,106.99,99.19,104.01
2014-03-26,1075.1,104.29,107.03,100.26,104.28
2014-03-27,1071.9,104.04,107.83,101.28,104.27
2014-03-28,1070,104.58,108.07,101.67,104.76
2014-03-31,1064.9,104.44,107.76,101.58,104.87
2014-04-01,1058.5,104.11,105.62,99.74,104.06
2014-04-02,1057.65,102.44,104.79,99.62,102.43
2014-04-03,1058,101.29,106.15,100.29,101.42
2014-04-04,1054.3,103.04,106.72,101.14,103.17
2014-04-07,1055.57,102.36,105.82,100.44,102.41
2014-04-08,1052.35,103.16,107.67,102.56,103.16
2014-04-09,1041.5,104.09,107.98,103.6,104.08
2014-04-10,1040.15,104.56,107.46,103.4,104.57
2014-04-11,1035.65,104.13,107.33,103.74,104.14
2014-04-14,1039.69,105.16,109.07,104.05,105.27
2014-04-15,1041.3,105.36,108.74,103.75,105.47
2014-04-16,1038.6,106.40,109.6,103.76,106.54
2014-04-17,1038.5,105.84,109.53,104.3,106.13
2014-04-18,1038,,,,
2014-04-21,1039.01,105.76,109.95,104.37,106.16
2014-04-22,1037.9,106.31,109.27,102.13,106.66
2014-04-23,1039.6,105.87,109.11,101.44,106.28
2014-04-24,1039.75,105.74,110.33,101.94,106.17
2014-04-25,1041.2,106.38,109.58,100.6,107.17
2014-04-28,1035.15,106.02,108.12,100.84,107.47
2014-04-29,1030.28,104.78,108.98,101.28,105.96
2014-04-30,1033.5,104.49,108.07,99.74,104.88
2014-05-01,1033.5,-,107.76,99.42,-
2014-05-02,1030.12,104.39,108.59,99.76,104.47
2014-05-05,1030.12,104.75,107.72,99.48,105.02
2014-05-06,1030.12,103.91,107.06,99.5,104.16
2014-05-07,1022.55,103.59,108.13,100.77,103.89
